Year,Month,Monthly_Anomaly,Monthly_Uncertainty,Annual_Anomaly,Annual_Uncertainty,Five_year_Anomaly,Five_year_Uncertainty,Ten_year_Anomaly,Ten_year_Uncertainty,Twenty_year_Anomaly,Twenty_year_Uncertainty
1959,1,0.436,0.136,0.147,0.054,0.036,0.039,0.041,0.023,-0.027,0.028
1959,2,0.079,0.14,0.151,0.058,0.042,0.042,0.04,0.023,-0.03,0.028
1959,3,0.644,0.331,0.172,0.069,0.047,0.041,0.036,0.023,-0.031,0.029
1959,4,0.265,0.305,0.151,0.06,0.048,0.041,0.034,0.024,-0.032,0.029
1959,5,-0.109,0.042,0.107,0.053,0.057,0.04,0.035,0.024,-0.033,0.029
1959,6,0.181,0.093,0.081,0.056,0.06,0.038,0.033,0.024,-0.033,0.028
1959,7,-0.012,0.22,0.054,0.065,0.076,0.037,0.032,0.024,-0.032,0.028
1959,8,0.092,0.25,0.128,0.057,0.091,0.036,0.029,0.023,-0.032,0.028
1959,9,0.129,0.149,-0.009,0.077,0.106,0.037,0.025,0.023,-0.032,0.029
1959,10,-0.25,0.181,-0.055,0.082,0.118,0.036,0.019,0.023,-0.034,0.029
1959,11,-0.427,0.115,-0.064,0.097,0.125,0.037,0.012,0.023,-0.032,0.029
1959,12,-0.058,0.09,-0.054,0.109,0.12,0.038,0.012,0.023,-0.028,0.029
1960,1,0.115,0.154,-0.053,0.094,0.123,0.042,0.006,0.023,-0.024,0.029
1960,2,0.97,0.246,-0.05,0.102,0.122,0.042,0.001,0.024,-0.019,0.029
1960,3,-1.001,0.106,-0.05,0.107,0.118,0.045,0.009,0.023,-0.02,0.03
1960,4,-0.29,0.183,-0.026,0.103,0.126,0.049,0.008,0.024,-0.019,0.03
1960,5,-0.217,0.213,-0.009,0.116,0.126,0.048,0.006,0.024,-0.019,0.03
1960,6,0.3,0.246,0.057,0.126,0.123,0.046,0.003,0.024,-0.019,0.03
1960,7,0.005,0.119,0.077,0.115,0.111,0.044,0.002,0.025,-0.017,0.03
1960,8,0.121,0.22,0.044,0.106,0.125,0.042,-0.003,0.025,-0.015,0.031
1960,9,0.127,0.167,0.163,0.102,0.123,0.041,-0.006,0.025,-0.015,0.03
1960,10,0.042,0.15,0.201,0.102,0.122,0.042,-0.008,0.026,-0.016,0.03
1960,11,-0.228,0.208,0.229,0.095,0.116,0.042,-0.008,0.028,-0.012,0.03
1960,12,0.741,0.201,0.222,0.068,0.117,0.043,-0.004,0.029,-0.013,0.03
1961,1,0.347,0.092,0.221,0.063,0.12,0.042,-0.005,0.028,-0.01,0.03
1961,2,0.58,0.098,0.209,0.064,0.122,0.042,0.001,0.029,-0.007,0.031
1961,3,0.43,0.081,0.185,0.047,0.129,0.04,0.005,0.028,-0.007,0.031
1961,4,0.164,0.292,0.151,0.044,0.143,0.038,0.006,0.03,-0.009,0.031
1961,5,0.121,0.197,0.177,0.038,0.155,0.037,0.009,0.03,-0.01,0.031
1961,6,0.211,0.246,0.092,0.037,0.15,0.035,0.011,0.031,-0.01,0.032
1961,7,-0.003,0.109,0.116,0.043,0.145,0.035,0.014,0.031,-0.011,0.033
1961,8,-0.021,0.257,0.124,0.051,0.139,0.035,0.019,0.033,-0.013,0.033
1961,9,-0.161,0.098,0.131,0.058,0.118,0.034,0.025,0.034,-0.014,0.033
1961,10,-0.368,0.243,0.145,0.076,0.105,0.036,0.028,0.034,-0.015,0.032
1961,11,0.08,0.127,0.148,0.083,0.104,0.035,0.029,0.034,-0.013,0.032
1961,12,-0.274,0.146,0.108,0.085,0.099,0.035,0.028,0.032,-0.016,0.032
1962,1,0.63,0.194,0.121,0.08,0.098,0.034,0.029,0.032,-0.022,0.032
1962,2,0.68,0.14,0.123,0.079,0.092,0.033,0.026,0.031,-0.027,0.032
1962,3,0.518,0.184,0.132,0.095,0.084,0.033,0.032,0.031,-0.024,0.032
1962,4,0.325,0.265,0.188,0.098,0.081,0.032,0.035,0.031,-0.025,0.032
1962,5,0.159,0.107,0.196,0.108,0.086,0.032,0.04,0.032,-0.027,0.032
1962,6,-0.269,0.381,0.245,0.105,0.082,0.033,0.038,0.033,-0.028,0.032
1962,7,0.149,0.108,0.224,0.105,0.084,0.033,0.038,0.036,-0.03,0.033
1962,8,0.014,0.15,0.276,0.102,0.057,0.032,0.037,0.037,-0.031,0.033
1962,9,-0.061,0.345,0.226,0.093,0.074,0.032,0.034,0.039,-0.034,0.033
1962,10,0.31,0.236,0.189,0.077,0.07,0.032,0.04,0.04,-0.033,0.033
1962,11,0.169,0.111,0.155,0.087,0.072,0.033,0.04,0.04,-0.032,0.033
1962,12,0.318,0.213,0.165,0.068,0.062,0.033,0.036,0.038,-0.032,0.033
1963,1,0.376,0.174,0.165,0.073,0.059,0.033,0.023,0.037,-0.033,0.033
1963,2,1.301,0.09,0.179,0.073,0.052,0.034,0.019,0.036,-0.032,0.032
1963,3,-0.084,0.134,0.206,0.081,0.045,0.033,0.028,0.036,-0.031,0.032
1963,4,-0.111,0.238,0.251,0.084,0.046,0.035,0.029,0.036,-0.032,0.032
1963,5,-0.248,0.148,0.302,0.084,0.045,0.035,0.027,0.037,-0.032,0.032
1963,6,-0.155,0.175,0.273,0.08,0.032,0.036,0.027,0.038,-0.032,0.032
1963,7,0.154,0.198,0.253,0.078,0.021,0.035,0.025,0.039,-0.033,0.032
1963,8,0.182,0.108,0.124,0.072,0.012,0.035,0.022,0.04,-0.033,0.032
1963,9,0.264,0.324,0.079,0.057,0.005,0.036,0.022,0.041,-0.034,0.032
1963,10,0.847,0.197,0.044,0.027,-0.006,0.036,0.021,0.04,-0.035,0.032
1963,11,0.784,0.158,0.053,0.025,-0.009,0.036,0.017,0.039,-0.033,0.031
1963,12,-0.031,0.111,0.055,0.027,-0.011,0.035,0.009,0.038,-0.033,0.031
1964,1,0.128,0.185,0.034,0.031,-0.008,0.034,-0.006,0.038,-0.032,0.031
1964,2,-0.246,0.099,-0.002,0.035,-0.003,0.034,-0.017,0.039,-0.034,0.031
1964,3,-0.625,0.167,-0.053,0.054,0.003,0.035,-0.024,0.04,-0.033,0.031
1964,4,-0.531,0.217,-0.158,0.061,0.008,0.033,-0.027,0.04,-0.031,0.031
1964,5,-0.135,0.155,-0.234,0.059,0.002,0.034,-0.027,0.04,-0.031,0.032
1964,6,-0.131,0.109,-0.259,0.058,-0.003,0.033,-0.03,0.04,-0.032,0.032
1964,7,-0.101,0.321,-0.25,0.061,-0.018,0.034,-0.03,0.04,-0.032,0.032
1964,8,-0.249,0.226,-0.282,0.059,-0.038,0.033,-0.031,0.041,-0.033,0.031
1964,9,-0.343,0.181,-0.23,0.051,-0.042,0.031,-0.033,0.042,-0.034,0.031
1964,10,-0.411,0.098,-0.228,0.048,-0.047,0.031,-0.032,0.041,-0.037,0.031
1964,11,-0.13,0.094,-0.226,0.045,-0.045,0.032,-0.024,0.042,-0.041,0.031
1964,12,-0.332,0.078,-0.237,0.063,-0.044,0.033,-0.019,0.042,-0.041,0.031
1965,1,0.232,0.132,-0.245,0.052,-0.047,0.034,-0.02,0.041,-0.043,0.031
1965,2,-0.63,0.083,-0.251,0.059,-0.048,0.036,-0.023,0.041,-0.042,0.031
1965,3,0.001,0.134,-0.248,0.046,-0.05,0.035,-0.017,0.041,-0.036,0.031
1965,4,-0.502,0.157,-0.202,0.057,-0.045,0.035,-0.014,0.04,-0.032,0.03
1965,5,-0.119,0.202,-0.216,0.067,-0.046,0.034,-0.014,0.041,-0.032,0.03
1965,6,-0.265,0.264,-0.193,0.071,-0.05,0.034,-0.016,0.04,-0.032,0.03
1965,7,-0.189,0.285,-0.237,0.068,-0.065,0.036,-0.015,0.04,-0.031,0.03
1965,8,-0.319,0.097,-0.18,0.072,-0.088,0.036,-0.017,0.041,-0.032,0.03
1965,9,-0.309,0.222,-0.181,0.079,-0.067,0.037,-0.018,0.041,-0.032,0.031
1965,10,0.138,0.254,-0.179,0.077,-0.064,0.038,-0.021,0.041,-0.034,0.03
1965,11,-0.299,0.253,-0.175,0.092,-0.061,0.039,-0.019,0.041,-0.034,0.031
1965,12,-0.061,0.106,-0.146,0.105,-0.063,0.038,-0.029,0.041,-0.032,0.031
1966,1,-0.293,0.125,-0.117,0.084,-0.071,0.041,-0.03,0.04,-0.029,0.03
1966,2,0.052,0.074,-0.065,0.093,-0.078,0.043,-0.039,0.04,-0.027,0.03
1966,3,-0.013,0.156,-0.022,0.103,-0.086,0.048,-0.046,0.04,-0.028,0.03
1966,4,-0.468,0.203,-0.041,0.094,-0.101,0.048,-0.049,0.04,-0.025,0.03
1966,5,-0.074,0.183,-0.039,0.078,-0.121,0.047,-0.051,0.041,-0.024,0.031
1966,6,0.086,0.244,-0.083,0.069,-0.131,0.047,-0.053,0.04,-0.025,0.031
1966,7,0.157,0.157,-0.081,0.064,-0.156,0.049,-0.055,0.041,-0.025,0.03
1966,8,0.302,0.178,-0.129,0.062,-0.173,0.049,-0.055,0.041,-0.024,0.03
1966,9,0.214,0.252,-0.103,0.057,-0.167,0.05,-0.054,0.041,-0.022,0.03
1966,10,-0.099,0.097,-0.062,0.045,-0.159,0.048,-0.05,0.041,-0.025,0.03
1966,11,-0.269,0.107,-0.031,0.052,-0.159,0.048,-0.047,0.042,-0.025,0.03
1966,12,-0.587,0.084,-0.054,0.052,-0.159,0.049,-0.044,0.042,-0.025,0.029
1967,1,-0.277,0.08,-0.071,0.062,-0.157,0.05,-0.059,0.042,-0.026,0.029
1967,2,-0.522,0.148,-0.103,0.065,-0.154,0.053,-0.073,0.042,-0.024,0.028
1967,3,0.302,0.188,-0.134,0.055,-0.15,0.055,-0.077,0.041,-0.019,0.029
1967,4,0.027,0.233,-0.075,0.055,-0.144,0.055,-0.08,0.042,-0.014,0.028
1967,5,0.293,0.221,-0.045,0.052,-0.134,0.055,-0.084,0.042,-0.011,0.028
1967,6,-0.195,0.114,0.013,0.056,-0.12,0.055,-0.083,0.042,-0.009,0.028
1967,7,-0.043,0.274,-0.007,0.056,-0.124,0.054,-0.085,0.042,-0.008,0.029
1967,8,-0.083,0.244,0.029,0.061,-0.104,0.054,-0.085,0.041,-0.009,0.03
1967,9,-0.152,0.158,0.102,0.067,-0.108,0.055,-0.089,0.04,-0.009,0.031
1967,10,0.603,0.122,0.106,0.063,-0.099,0.054,-0.092,0.041,-0.009,0.031
1967,11,0.092,0.087,0.072,0.055,-0.099,0.057,-0.098,0.04,-0.007,0.031
1967,12,0.108,0.094,0.066,0.056,-0.095,0.059,-0.103,0.04,-0.009,0.03
1968,1,-0.513,0.067,0.044,0.051,-0.09,0.056,-0.104,0.04,-0.013,0.03
1968,2,-0.089,0.115,0.029,0.057,-0.085,0.058,-0.107,0.039,-0.014,0.029
1968,3,1.182,0.183,0.026,0.059,-0.08,0.057,-0.101,0.039,-0.012,0.029
1968,4,0.068,0.163,-0.031,0.06,-0.088,0.055,-0.096,0.039,-0.011,0.03
1968,5,-0.111,0.13,-0.071,0.058,-0.082,0.053,-0.091,0.039,-0.011,0.03
1968,6,-0.271,0.196,-0.135,0.055,-0.09,0.052,-0.087,0.039,-0.011,0.031
1968,7,-0.302,0.139,-0.205,0.063,-0.081,0.051,-0.087,0.04,-0.012,0.031
1968,8,-0.272,0.166,-0.301,0.075,-0.09,0.051,-0.087,0.041,-0.013,0.031
1968,9,-0.179,0.238,-0.422,0.086,-0.096,0.05,-0.089,0.042,-0.013,0.031
1968,10,-0.083,0.151,-0.434,0.088,-0.092,0.051,-0.096,0.041,-0.013,0.031
1968,11,-0.389,0.084,-0.434,0.084,-0.092,0.052,-0.102,0.041,-0.012,0.031
1968,12,-0.663,0.086,-0.426,0.083,-0.096,0.052,-0.098,0.041,-0.012,0.03
1969,1,-1.353,0.111,-0.398,0.077,-0.101,0.055,-0.105,0.041,-0.015,0.03
1969,2,-1.24,0.123,-0.378,0.077,-0.108,0.053,-0.108,0.041,-0.017,0.03
1969,3,-0.273,0.167,-0.373,0.069,-0.11,0.05,-0.102,0.042,-0.019,0.031
1969,4,-0.075,0.157,-0.373,0.07,-0.108,0.052,-0.097,0.041,-0.021,0.03
1969,5,-0.112,0.106,-0.301,0.071,-0.095,0.053,-0.097,0.041,-0.02,0.031
1969,6,-0.167,0.167,-0.202,0.075,-0.084,0.054,-0.097,0.041,-0.021,0.031
1969,7,0.025,0.228,-0.089,0.075,-0.099,0.055,-0.096,0.041,-0.02,0.031
1969,8,-0.03,0.161,0.062,0.074,-0.107,0.056,-0.094,0.042,-0.021,0.031
1969,9,-0.121,0.221,0.062,0.074,-0.111,0.055,-0.093,0.042,-0.021,0.031
1969,10,-0.077,0.081,0.073,0.085,-0.113,0.056,-0.093,0.042,-0.018,0.031
1969,11,0.478,0.133,0.073,0.087,-0.122,0.056,-0.094,0.041,-0.016,0.032
1969,12,0.519,0.149,0.085,0.096,-0.122,0.055,-0.094,0.041,-0.011,0.032
1970,1,0.009,0.089,0.093,0.085,-0.123,0.054,-0.092,0.041,-0.011,0.031
1970,2,0.569,0.123,0.093,0.096,-0.122,0.054,-0.084,0.041,-0.012,0.031
1970,3,-0.274,0.206,0.101,0.098,-0.128,0.051,-0.08,0.04,-0.009,0.031
1970,4,0.055,0.253,0.081,0.102,-0.14,0.052,-0.073,0.038,-0.007,0.03
1970,5,-0.106,0.135,0.045,0.091,-0.15,0.053,-0.07,0.038,-0.004,0.03
1970,6,-0.028,0.263,-0.041,0.082,-0.156,0.052,-0.067,0.038,-0.004,0.03
1970,7,0.119,0.081,-0.025,0.077,-0.144,0.05,-0.064,0.037,-0.004,0.03
1970,8,-0.024,0.201,-0.113,0.08,-0.127,0.049,-0.062,0.038,-0.004,0.03
1970,9,-0.032,0.148,-0.12,0.073,-0.134,0.05,-0.058,0.038,-0.004,0.03
1970,10,-0.308,0.12,-0.145,0.073,-0.128,0.05,-0.059,0.037,-0.003,0.03
1970,11,0.038,0.113,-0.142,0.075,-0.121,0.05,-0.059,0.036,0.001,0.03
1970,12,-0.51,0.083,-0.149,0.08,-0.112,0.048,-0.059,0.035,-0.001,0.03
1971,1,0.205,0.131,-0.171,0.086,-0.104,0.047,-0.053,0.035,0.004,0.029
1971,2,-0.484,0.208,-0.178,0.071,-0.096,0.047,-0.055,0.034,0.006,0.029
1971,3,-0.366,0.106,-0.172,0.065,-0.093,0.044,-0.062,0.034,0.01,0.029
1971,4,-0.248,0.192,-0.143,0.067,-0.09,0.042,-0.056,0.033,0.012,0.029
1971,5,-0.07,0.187,-0.103,0.076,-0.082,0.042,-0.057,0.034,0.013,0.03
1971,6,-0.108,0.145,-0.055,0.08,-0.065,0.041,-0.06,0.032,0.014,0.029
1971,7,-0.147,0.169,-0.17,0.083,-0.053,0.039,-0.064,0.03,0.014,0.029
1971,8,-0.107,0.147,-0.212,0.07,-0.044,0.039,-0.068,0.028,0.016,0.029
1971,9,0.038,0.219,-0.179,0.055,-0.037,0.037,-0.07,0.028,0.018,0.029
1971,10,0.049,0.138,-0.163,0.055,-0.035,0.036,-0.077,0.028,0.02,0.029
1971,11,0.512,0.132,-0.181,0.059,-0.035,0.036,-0.08,0.028,0.021,0.029
1971,12,0.069,0.125,-0.184,0.059,-0.034,0.035,-0.078,0.028,0.027,0.029
1972,1,-1.178,0.147,-0.183,0.057,-0.034,0.034,-0.081,0.028,0.023,0.029
1972,2,-0.99,0.142,-0.177,0.053,-0.035,0.034,-0.074,0.028,0.021,0.028
1972,3,0.029,0.231,-0.223,0.053,-0.036,0.033,-0.07,0.028,0.018,0.028
1972,4,-0.058,0.143,-0.235,0.057,-0.041,0.033,-0.064,0.027,0.017,0.027
1972,5,-0.286,0.144,-0.318,0.054,-0.054,0.031,-0.062,0.026,0.017,0.027
1972,6,-0.14,0.255,-0.347,0.052,-0.069,0.032,-0.056,0.026,0.018,0.027
1972,7,-0.131,0.226,-0.232,0.051,-0.059,0.032,-0.055,0.026,0.018,0.027
1972,8,-0.041,0.15,-0.071,0.041,-0.064,0.032,-0.055,0.027,0.017,0.026
1972,9,-0.512,0.263,-0.012,0.036,-0.051,0.03,-0.052,0.027,0.018,0.025
1972,10,-0.092,0.276,0.029,0.032,-0.046,0.029,-0.059,0.027,0.017,0.025
1972,11,-0.49,0.128,0.078,0.029,-0.041,0.026,-0.054,0.027,0.014,0.025
1972,12,-0.278,0.055,0.116,0.037,-0.038,0.028,-0.055,0.027,0.015,0.025
1973,1,0.206,0.155,0.14,0.031,-0.039,0.029,-0.049,0.027,0.017,0.025
1973,2,0.936,0.176,0.161,0.027,-0.039,0.032,-0.046,0.028,0.014,0.025
1973,3,0.74,0.104,0.203,0.028,-0.036,0.036,-0.052,0.028,0.016,0.025
1973,4,0.433,0.218,0.219,0.034,-0.031,0.035,-0.05,0.028,0.017,0.025
1973,5,0.304,0.092,0.265,0.04,-0.036,0.034,-0.05,0.028,0.018,0.024
1973,6,0.317,0.136,0.318,0.039,-0.029,0.034,-0.049,0.027,0.019,0.024
1973,7,0.154,0.198,0.25,0.037,-0.024,0.035,-0.049,0.028,0.02,0.024
1973,8,0.212,0.284,0.114,0.045,-0.019,0.035,-0.049,0.029,0.022,0.024
1973,9,-0.001,0.087,0.062,0.059,-0.027,0.034,-0.047,0.029,0.023,0.024
1973,10,0.101,0.21,0.034,0.088,-0.019,0.031,-0.046,0.029,0.02,0.023
1973,11,0.061,0.05,-0.002,0.097,-0.021,0.034,-0.04,0.03,0.022,0.023
1973,12,0.35,0.13,-0.036,0.098,-0.024,0.034,-0.034,0.03,0.023,0.023
1974,1,-0.607,0.162,-0.05,0.083,-0.027,0.029,-0.024,0.03,0.024,0.023
1974,2,-0.695,0.145,-0.074,0.084,-0.029,0.028,-0.018,0.029,0.024,0.023
1974,3,0.117,0.231,-0.088,0.095,-0.029,0.028,-0.013,0.03,0.028,0.023
1974,4,0.099,0.226,-0.129,0.093,-0.046,0.03,-0.016,0.029,0.031,0.023
1974,5,-0.132,0.131,-0.157,0.089,-0.064,0.03,-0.014,0.031,0.033,0.023
1974,6,-0.09,0.152,-0.218,0.103,-0.072,0.03,-0.012,0.03,0.034,0.023
1974,7,-0.019,0.132,-0.12,0.115,-0.063,0.031,-0.011,0.031,0.035,0.023
1974,8,-0.07,0.212,-0.04,0.118,-0.041,0.031,-0.011,0.031,0.037,0.023
1974,9,-0.169,0.266,-0.006,0.094,-0.028,0.03,-0.008,0.032,0.037,0.023
1974,10,-0.399,0.096,0.016,0.077,-0.015,0.031,-0.005,0.032,0.039,0.023
1974,11,-0.267,0.119,0.042,0.075,-0.002,0.031,-0.007,0.032,0.038,0.023
1974,12,-0.378,0.232,0.062,0.065,0.009,0.032,-0.003,0.032,0.035,0.022
1975,1,0.561,0.125,0.071,0.069,0.013,0.033,-0.001,0.032,0.035,0.022
1975,2,0.271,0.145,0.073,0.075,0.013,0.034,-0.002,0.031,0.035,0.022
1975,3,0.522,0.161,0.101,0.077,0.024,0.035,-0.001,0.031,0.035,0.022
1975,4,0.36,0.184,0.134,0.076,0.021,0.036,0.001,0.031,0.038,0.022
1975,5,0.182,0.147,0.133,0.071,0.042,0.038,0.005,0.031,0.039,0.021
1975,6,0.148,0.299,0.159,0.067,0.046,0.037,0.007,0.032,0.041,0.021
1975,7,0.089,0.213,0.151,0.066,0.047,0.038,0.008,0.032,0.041,0.021
1975,8,-0.042,0.378,0.112,0.066,0.035,0.039,0.009,0.034,0.042,0.021
1975,9,0.163,0.181,0.001,0.056,0.029,0.039,0.011,0.034,0.043,0.021
1975,10,0.004,0.08,-0.012,0.055,0.027,0.041,0.015,0.034,0.043,0.02
1975,11,-0.283,0.046,-0.044,0.061,0.022,0.043,0.021,0.034,0.044,0.02
1975,12,-0.07,0.062,-0.077,0.048,0.013,0.044,0.027,0.034,0.045,0.02
1976,1,0.465,0.096,-0.111,0.051,0.006,0.045,0.038,0.034,0.05,0.02
1976,2,-0.193,0.154,-0.127,0.104,-0.002,0.046,0.052,0.034,0.052,0.02
1976,3,-0.815,0.13,-0.138,0.112,-0.002,0.047,0.066,0.034,0.055,0.019
1976,4,0.207,0.169,-0.221,0.094,-0.003,0.047,0.074,0.035,0.058,0.019
1976,5,-0.195,0.252,-0.245,0.09,0.003,0.047,0.076,0.035,0.06,0.02
1976,6,-0.254,0.243,-0.274,0.092,-0.002,0.048,0.08,0.035,0.06,0.02
1976,7,-0.318,0.51,-0.363,0.091,0.005,0.049,0.083,0.034,0.059,0.02
1976,8,-0.232,0.489,-0.318,0.094,0.009,0.049,0.088,0.034,0.058,0.02
1976,9,0.022,0.077,-0.183,0.094,0.011,0.049,0.089,0.034,0.057,0.02
1976,10,-0.984,0.235,-0.142,0.083,0.004,0.049,0.09,0.034,0.058,0.019
1976,11,-0.569,0.088,-0.083,0.097,0.008,0.052,0.089,0.034,0.058,0.019
1976,12,-0.421,0.085,-0.021,0.092,0.01,0.05,0.098,0.034,0.06,0.019
1977,1,-0.599,0.104,0.014,0.063,0.012,0.051,0.105,0.034,0.063,0.019
1977,2,0.341,0.154,0.03,0.05,0.013,0.052,0.115,0.035,0.071,0.019
1977,3,0.809,0.144,0.04,0.058,0.019,0.053,0.112,0.035,0.069,0.019
1977,4,0.695,0.139,0.104,0.068,0.031,0.053,0.115,0.035,0.069,0.019
1977,5,0.513,0.33,0.212,0.07,0.039,0.052,0.118,0.035,0.069,0.019
1977,6,0.488,0.151,0.246,0.073,0.062,0.052,0.118,0.036,0.071,0.019
1977,7,0.107,0.138,0.315,0.072,0.056,0.052,0.12,0.036,0.073,0.019
1977,8,-0.048,0.212,0.305,0.067,0.061,0.053,0.12,0.036,0.074,0.02
1977,9,0.152,0.166,0.273,0.061,0.049,0.053,0.126,0.036,0.077,0.02
1977,10,-0.223,0.169,0.241,0.062,0.048,0.054,0.126,0.036,0.075,0.019
1977,11,0.731,0.068,0.195,0.071,0.052,0.054,0.126,0.037,0.073,0.019
1977,12,-0.012,0.205,0.136,0.069,0.053,0.056,0.133,0.038,0.077,0.02
1978,1,0.227,0.085,0.108,0.086,0.055,0.057,0.138,0.039,0.082,0.02
1978,2,0.218,0.079,0.088,0.084,0.058,0.064,0.136,0.039,0.084,0.02
1978,3,0.424,0.085,0.077,0.085,0.057,0.067,0.133,0.039,0.082,0.021
1978,4,0.31,0.101,0.098,0.079,0.062,0.067,0.13,0.038,0.084,0.021
1978,5,-0.032,0.142,0.069,0.079,0.077,0.067,0.128,0.038,0.087,0.021
1978,6,-0.222,0.096,0.074,0.082,0.082,0.066,0.126,0.038,0.091,0.02
1978,7,-0.231,0.349,0.042,0.085,0.101,0.067,0.128,0.037,0.095,0.02
1978,8,-0.281,0.135,-0.016,0.08,0.123,0.066,0.131,0.037,0.098,0.02
1978,9,0.013,0.184,-0.029,0.087,0.159,0.066,0.135,0.037,0.101,0.019
1978,10,0.029,0.101,-0.084,0.082,0.167,0.065,0.136,0.037,0.103,0.019
1978,11,0.387,0.167,-0.073,0.094,0.173,0.065,0.145,0.036,0.106,0.019
1978,12,0.053,0.175,-0.047,0.096,0.185,0.063,0.144,0.036,0.113,0.019
1979,1,-0.16,0.105,-0.021,0.083,0.194,0.058,0.152,0.036,0.119,0.019
1979,2,-0.486,0.046,-0.001,0.078,0.204,0.054,0.156,0.037,0.127,0.019
1979,3,0.278,0.135,0.015,0.082,0.206,0.055,0.159,0.037,0.132,0.02
1979,4,-0.36,0.148,0.04,0.088,0.227,0.057,0.158,0.039,0.133,0.019
1979,5,0.105,0.382,0.025,0.087,0.243,0.057,0.163,0.04,0.135,0.019
1979,6,0.087,0.195,0.106,0.082,0.268,0.057,0.165,0.039,0.137,0.019
1979,7,0.081,0.146,0.137,0.074,0.273,0.057,0.166,0.039,0.138,0.02
1979,8,-0.034,0.191,0.223,0.072,0.27,0.057,0.167,0.04,0.14,0.019
1979,9,0.2,0.099,0.181,0.06,0.252,0.057,0.167,0.041,0.141,0.02
1979,10,0.333,0.18,0.238,0.068,0.245,0.056,0.171,0.04,0.143,0.02
1979,11,0.198,0.195,0.262,0.055,0.237,0.057,0.169,0.04,0.142,0.02
1979,12,1.024,0.097,0.275,0.075,0.227,0.057,0.164,0.041,0.143,0.02
1980,1,0.216,0.141,0.285,0.084,0.228,0.059,0.161,0.041,0.145,0.021
1980,2,0.554,0.174,0.299,0.111,0.228,0.059,0.153,0.042,0.146,0.021
1980,3,-0.226,0.255,0.29,0.122,0.228,0.058,0.149,0.041,0.155,0.021
1980,4,0.319,0.391,0.287,0.138,0.23,0.057,0.148,0.04,0.158,0.022
1980,5,0.394,0.168,0.324,0.15,0.21,0.059,0.148,0.039,0.161,0.022
1980,6,0.247,0.293,0.257,0.154,0.219,0.058,0.148,0.039,0.164,0.023
1980,7,0.199,0.173,0.375,0.156,0.23,0.058,0.145,0.04,0.165,0.022
1980,8,0.139,0.461,0.424,0.146,0.237,0.058,0.147,0.042,0.167,0.023
1980,9,0.09,0.122,0.551,0.138,0.237,0.059,0.145,0.043,0.168,0.022
1980,10,0.288,0.109,0.582,0.118,0.232,0.058,0.145,0.043,0.172,0.022
1980,11,0.65,0.173,0.565,0.106,0.233,0.057,0.147,0.042,0.174,0.022
1980,12,0.214,0.123,0.581,0.088,0.239,0.058,0.149,0.042,0.179,0.023
1981,1,1.629,0.154,0.582,0.078,0.25,0.052,0.152,0.043,0.181,0.023
1981,2,1.142,0.085,0.604,0.059,0.263,0.051,0.16,0.042,0.187,0.023
1981,3,1.304,0.162,0.61,0.056,0.271,0.05,0.171,0.041,0.19,0.023
1981,4,0.683,0.151,0.605,0.056,0.274,0.05,0.172,0.039,0.195,0.023
1981,5,0.198,0.178,0.584,0.048,0.288,0.05,0.176,0.04,0.196,0.023
1981,6,0.431,0.115,0.655,0.043,0.29,0.048,0.18,0.038,0.2,0.023
1981,7,0.215,0.096,0.497,0.045,0.299,0.048,0.182,0.034,0.203,0.023
1981,8,0.403,0.06,0.414,0.049,0.304,0.049,0.185,0.031,0.205,0.022
1981,9,0.163,0.187,0.281,0.044,0.306,0.049,0.184,0.031,0.207,0.022
1981,10,0.223,0.154,0.248,0.034,0.312,0.049,0.192,0.032,0.208,0.022
1981,11,0.404,0.117,0.235,0.042,0.319,0.047,0.196,0.031,0.208,0.021
1981,12,1.066,0.093,0.19,0.05,0.319,0.047,0.199,0.031,0.208,0.022
1982,1,-0.262,0.095,0.187,0.055,0.319,0.049,0.207,0.031,0.218,0.022
1982,2,0.141,0.076,0.147,0.063,0.322,0.049,0.215,0.03,0.226,0.022
1982,3,-0.286,0.116,0.148,0.056,0.316,0.051,0.208,0.03,0.228,0.022
1982,4,0.277,0.119,0.122,0.059,0.31,0.052,0.202,0.03,0.228,0.022
1982,5,0.042,0.163,0.047,0.059,0.3,0.055,0.201,0.03,0.23,0.022
1982,6,-0.104,0.185,0.005,0.06,0.265,0.056,0.198,0.031,0.229,0.022
1982,7,0.182,0.111,0.099,0.057,0.266,0.056,0.2,0.032,0.229,0.022
1982,8,-0.082,0.139,0.138,0.052,0.245,0.054,0.203,0.032,0.228,0.022
1982,9,0.177,0.1,0.2,0.056,0.25,0.049,0.206,0.032,0.228,0.021
1982,10,-0.089,0.095,0.179,0.057,0.248,0.044,0.209,0.032,0.228,0.022
1982,11,-0.496,0.307,0.178,0.057,0.245,0.042,0.201,0.032,0.229,0.023
1982,12,0.564,0.242,0.196,0.063,0.243,0.04,0.208,0.031,0.232,0.023
1983,1,0.857,0.075,0.214,0.06,0.236,0.04,0.213,0.031,0.234,0.024
1983,2,0.615,0.075,0.266,0.06,0.236,0.037,0.214,0.031,0.234,0.024
1983,3,0.461,0.123,0.291,0.066,0.233,0.038,0.216,0.032,0.235,0.023
1983,4,0.024,0.132,0.318,0.073,0.228,0.038,0.219,0.032,0.234,0.023
1983,5,0.021,0.152,0.46,0.065,0.216,0.04,0.224,0.032,0.234,0.022
